UNITNAME,code,colour
Warang Sandstone/g,Rw/g,#5cf7e8
Warang Sandstone/m,Rw/m,#0fab9c
Warang Sandstone/s,Rw/s,#29c4b5
Warang Sandstone?,Rw?,#43dece
Warby Volcanic Subgroup-Cwi/1,Cwi/1,#73d9ff
Warby Volcanic Subgroup-Cwi/2,Cwi/2,#3399ff
Warby Volcanic Subgroup-Pwi/1,Pwi/1,#73b3ff
Warby Volcanic Subgroup-Pwi/2,Pwi/2,#8cccff
Warby Volcanic Subgroup-Pwr,Pwr,#5999ff
Warner Granite,Dgw,#ff694f
Warrina Park Quartzite,PLiw,#e69966
Warrina Park Quartzite/0-PAROO,PLiw/0,#ffb380
Warrina Park Quartzite/1-PAROO,PLiw/1,#b36633
Warrina Park Quartzite/2,PLiw/2,#d9916b
Warrina Park Quartzite/2-PAROO,PLiw/2p,#d9916b
Warrina Park Quartzite/3,PLiw/3,#bf7847
Warrina Park Quartzite/3-PAROO,PLiw/3,#bf7847
Warrina Park Quartzite?,PLiw?,#e69966
Warrior Diorite,Ogwa,#8a6bff
Watch Branch Monzogranite,Dgwb,#c23333
Watch Hill Granodiorite,Sgwh,#ff80a6
Waterfall Granite,Pgca,#cc2626
Watershed North Rhyolite/1,Cw/1,#e1e1e1
Watershed North Rhyolite/2,Cw/2,#cccccc
Watsonville Granite,Pgow,#ff5433
Watsonville Granite/m,Pgow/m,#ff6e4c
Weaner Vale Granite,SDgaw,#ff664c
Weberra Granite,PLgb,#e05a79
Weberra Granite/r,PLgb/r,#c7405e
Welfern Granite,PLgw,#cc4c4c
Wellington Springs Tonalite,SDgws,#ffa673
West Creek Diorite,Pgwc,#eb50e3
Westbourne Formation,Jiw,#0fa37c
Westgrove Ironstone Member,Jew,#36ba62
Westmoreland Conglomerate,PLtw,#ffc59e
Wharleys Tonalite,SDgw,#ff99c2
Whelan Creek Granite,Cgcw,#ff5500
Whiphole Spring Granite,Cgwh,#d93333
Whistler Granite,Cgow,#c20085
White Blow Formation,PLpw,#bfab91
White Blow Formation/g,PLpw/g,#d9c4ab
White Blow Formation/l,PLpw/l,#a69178
White Blow Formation/m,PLpw/m,#a69178
White Blow Formation/q,PLpw/q,#8c785e
White Blow Formation/s,PLpw/s,#735e45
White Blow Formation/x,PLpw/x,#8c785e
White Bull Member,PLcw,#a38a5e
White Bull Member?,PLcw?,#a38a5e
White Crystal Granite,Cgwc,#b52ba0
White Springs Granodiorite/1,Sgw/1,#ff59c4
White Springs Granodiorite/2,Sgw/2,#ff2691
White Springs Granodiorite/3,Sgw/3,#ff73de
White Springs Granodiorite/4,Sgw/4,#ff40ab
White Springs Granodiorite/5,Sgw/5,#ff99ff
White Springs Supersuite-Sg,Sg,#ff73df
Whitewater Creek Granite,Cgw,#cc598c
Whitworth Quartzite,PLhw,#f2a659
Whitworth Quartzite/1,PLhw/1,#bf7326
Whitworth Quartzite/1-PAROO,PLhw/1,#bf7326
Whitworth Quartzite/2,PLhw/2,#d98c40
Whitworth Quartzite/2-PAROO,PLhw/2,#d98c40
Whitworth Quartzite/3,PLhw/3,#a6590d
Whitworth Quartzite/3-PAROO,PLhw/3,#a6590d
Whitworth Quartzite/4-PAROO,PLhw/4,#ffbf73
Whitworth Quartzite/s,PLhw/s,#cc7326
Whitworth Quartzite/v,PLhw/v,#ffcc80
Whitworth Quartzite?,PLhw?,#f2a659
Whypalla Granite,Pgww,#b84770
Whypalla Granite/l,Pgww/l,#d1618a
Widdallion Sandstone Member,PLmh/5,#a68040
Wide Supersequence,PLmh/4-5,#f0dbb8
Widgewarra Granite,PLgsw,#ff7580
Wiggle Waterhole Metagabbro,PLdw,#3842d1
Wild Granite,Cgci,#e63333
Wild Granite?,Cgci?,#e63333
Wilderness Granite,Cgtw,#de59b3
Wilkie Gray Group,Dw,#665999
Williams Supersuite,PLgi,#ff9e9e
Williams Supersuite/a,PLgi/a,#ffb8b8
Williams Supersuite/d,PLgi/d,#8033ff
Williams Supersuite/g,PLgi/g,#e65252
Williams Supersuite/hm?,PLgi/hm?,#ffd1d1
Williams Supersuite/lm?,PLgi/l?,#cc3838
"Williams Supersuite/lm?,Millungera Basin succession","PLgi/l?,Pzm",#cc3838
Wills Creek Granite,PLgl,#d64575
Wills Creek Granite?,PLgl?,#d64575
Wimberu Granite,PLgim,#ff8a94
Wimberu Granite/a,PLgim/a,#ff4d5c
Wimberu Granite/b,PLgim/b,#ff2133
Wimberu Granite/x,PLgim/x,#ff4263
Wimberu Granite?,PLgim?,#ff8a94
Winston Churchill Granite,PLgwc,#ffb3ff
Wipella Granodiorite,Dgwi,#ffbebe
Wire Creek Sandstone,PLti,#4f3628
Wireyard Granite,Cgzw,#c22652
Wollenden Rhyolite/1,Pwa/1,#6680b3
Wollenden Rhyolite/2,Pwa/2,#334c99
Wollenden Rhyolite/2r,Pwa/2r,#c4d4ff
Wollenden Rhyolite/3,Pwa/3,#99b3cc
Wollenden Rhyolite/3x,Pwa/3x,#d9e6e6
Wollenden Rhyolite/l,Pwa/l,#001980
Wollogorang Formation,PLto,#cd8966
Wombinoo Granite,CPgwb,#ffb8db
Womblealla Rhyolite Member,Cmiw,#828282
Womblealla Rhyolite Member/r,Cmiw/r,#69695c
Wonga Granite,PLgw,#ff6380
Wonnemarra Rhyolite,PLrw,#997866
Wonomo Granite,PLgsn,#ff7f7f
Woodleigh Granodiorite,Cgaw,#ff4c66
Woogaroo Subgroup,RJbw,#088261
Woongalee Granodiorite,Dgwg,#e6809e
Woonigan Granite,PLgka,#e6376e
Woonigan Granite?,PLgka?,#e6376e
Worcester Granodiorite,Cgw,#ffbee8
Worcester Granodiorite/l,Cgw/i,#ff99cf
Wotan Granodiorite,Cgw,#f57ab6
Wotan Granodiorite?,Cgw?,#f57ab6
Wulpan Monzogranite,Dgwu,#d9408c
Wurruma Granite,Cgow,#cc3399
Yambo Metamorphic Group and undivided granitoids,Geophysics,#ff4a71
Yambo Metamorphic Group-PLyh,PLyh,#cd8966
Yambo Metamorphic Group-SE54-16,PLy,#c3730d
Yambo Metamorphic Group/g,PLyy/g,#cc4c66
Yambo Metamorphic Group/h,PLyy/h,#8c660d
Yambo Metamorphic Group/m,PLyy/m,#e6a380
Yambo Metamorphic Group/u,PLyy/u,#1926c9
Yambo Metamorphic Group/u-SE54-16,PLyu,#d98c26
Yappo Member,PLhgy,#cc9c6b
Yappo Member/cg,PLhgy/c,#e6bf8c
Yappo Member?,PLhgy?,#cc9c6b
Yaringa Metamorphics,PLly,#785238
Yaringa Metamorphics/p,PLly/p,#ab856b
Yarman Formation,PLy,#8a4c2b
Yarrabah Granite,Pgcya,#ff7f7f
Yarraden Schist,PLcy,#f2b573
Yarraman Sandstone Member,Ddsy,#d9d1f2
Yarrie Rock Waterhole Granite,PLgyr,#f2575e
Yarrol Formation?,Pr?,#31bde0
Yataga Granodiorite/1,Pgy/1,#fcadcc
Yataga Granodiorite/2,Pgy/2,#e08fad
Yates Creek Basalt,Qby,#ffe28a
Yeldham Granite,PLgy,#cf3c5c
Yeldham Granite?,PLgy?,#cf3c5c
Yellow Jacket Rhyolite,Cny,#d9e6e6
Yellow Jacket Rhyolite/1,Cny/1,#8cb3b3
Yellow Jacket Rhyolite/b,Cny/b,#669999
Yellow Jacket Rhyolite/s,Cny/s,#b3cccc
Yellow Waterhole Granite,PLgiy,#f05de4
Yellowood Granodiorite,Dgyw,#cf6680
Yering Granodiorite,Dgyi,#ff8c80
Yintjingga Fault Zone,YFZ,#ffffff
Yokas Microgranite,Pgy,#d94c40
Yuccabine Granodiorite,Pgyu,#eb33cc
Yulga Tonalite,SDgyu,#d669b3
a-MI,a,#e64c00
bx-Gt,bx,#e69800
bx-SF5501,bx,#e69800
bx?-SF5501,bx?,#e69800
dl-7763,dl,#704489
dl-BVSP,dl,#704489
dl-Croydon,dl,#704489
dl-Gt,dl,#704489
dl-HAS,dl,#704489
dl-SELW,dl,#bd20f5
dl-YAMBO,dl,#704489
dl/2-7763,dl/2,#704489
dl?-Croydon,dl?,#704489
do-MI,do,#9100cc
do-MI,Selwyn,#9e0979
do/1-MI,do/1,#b800f2
do/1?-MI,do/1?,#b800f2
do/2-MI,do/2,#ab94ff
do/3-MI,do/3,#c44cff
do/3?-MI,do/3?,#c44cff
do/4-MI,do/4,#d126e6
do/4?-MI,do/4?,#d126e6
do/6-MI,do/6,#d166ff
do?-MI,do?,#9100cc
dolerite in Kuridala Group,PLr/d,#8033f2
dolerite in Soldiers Cap Group,PLo/d,#a659f2
po-6759,po,#894465
q-Gt,q,#ffbebe
q-MI,q,#ffbebe
rh-6759,rh,#ffaa00
rh-Gt,rh,#ffaa00
sp-7859,sp,#00781c
tr-6759,tr,#ff6619
trachyandesite-Mount Elliott,PLd/t,#e7660f
trondhjemite in Soldiers Cap Group,PLo/t,#ff70ba
NA,NA,#c8f7ef
